DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-05-24","State","Oklahoma","40","Total","Total","1621871.00000","1313005.00000","3956971.00000","0.40987689826","0.33182072853","2915074.00000","3894555.00000","CDC State and National Vaccination Data","2021-05-25T09:25:11.773Z"
"2021-05-05","State","Oklahoma","40","Total","Total","1542386.00000","1209200.00000","3956971.00000","0.38978956379","0.30558727875","2736824.00000","3788445.00000","CDC State and National Vaccination Data","2021-05-06T13:25:20.541Z"
"2021-04-27","State","Oklahoma","40","Total","Total","1508513.00000","1138340.00000","3956971.00000","0.38122922811","0.28767964183","2632963.00000","3710395.00000","CDC State and National Vaccination Data","2021-04-28T09:25:24.594Z"
"2021-04-17","State","Oklahoma","40","Total","Total","1447491.00000","1013638.00000","3956971.00000","0.36580783635","0.25616513237","2444413.00000","3385565.00000","CDC State and National Vaccination Data","2021-04-18T09:25:15.397Z"
"2021-03-16","State","Oklahoma","40","Total","Total","960142.00000","517951.00000","3956971.00000","0.24264570046","0.13089582916","1488390.00000","2057835.00000","CDC State and National Vaccination Data","2021-03-17T09:25:27.953Z"
"2021-02-13","State","Oklahoma","40","Total","Total","468199.00000","188852.00000","3956971.00000","0.11832257553","0.04772640487","660835.00000","815675.00000","CDC State and National Vaccination Data","2021-02-14T08:25:17.147Z"
"2021-02-04","State","Oklahoma","40","Total","Total","382044.00000","99354.00000","3956971.00000","0.09654960827","0.02510859948","484384.00000","700225.00000","CDC State and National Vaccination Data","2021-02-05T12:25:17.975Z"
"2021-06-19","State","Oregon","41","Total","Total","2428695.00000","2159948.00000","4217737.00000","0.57582893386","0.51211064132","4418885.00000","5604375.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-05-11","State","Oregon","41","Total","Total","2060754.00000","1529708.00000","4217737.00000","0.48859234229","0.36268453913","3461500.00000","4416135.00000","CDC State and National Vaccination Data","2021-05-12T09:25:10.279Z"
"2021-03-24","State","Oregon","41","Total","Total","1044742.00000","608702.00000","4217737.00000","0.24770202599","0.14431957232","1626721.00000","2140945.00000","CDC State and National Vaccination Data","2021-03-25T09:27:19.575Z"
"2021-03-20","State","Oregon","41","Total","Total","978493.00000","565879.00000","4217737.00000","0.23199478773","0.13416649734","1523965.00000","1934665.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
"2021-03-05","State","Oregon","41","Total","Total","692137.00000","400819.00000","4217737.00000","0.16410150751","0.09503176704","1097974.00000","1405845.00000","CDC State and National Vaccination Data","2021-03-06T08:26:09.163Z"
"2021-02-12","State","Oregon","41","Total","Total","434561.00000","152361.00000","4217737.00000","0.10303179169","0.03612387401","589035.00000","840575.00000","CDC State and National Vaccination Data","2021-02-13T12:25:21.117Z"
"2021-02-10","State","Oregon","41","Total","Total","434561.00000","152361.00000","4217737.00000","0.10303179169","0.03612387401","589035.00000","831350.00000","CDC State and National Vaccination Data","2021-02-11T08:25:19.573Z"
"2021-02-03","State","Oregon","41","Total","Total","361249.00000","91240.00000","4217737.00000","0.08564995873","0.02163245361","454269.00000","706575.00000","CDC State and National Vaccination Data","2021-02-04T12:25:18.809Z"
"2021-02-02","State","Oregon","41","Total","Total","353035.00000","83898.00000","4217737.00000","0.08370246888","0.01989170970","438302.00000","684000.00000","CDC State and National Vaccination Data","2021-02-03T08:25:20.455Z"
"2021-06-08","State","South Dakota","46","Total","Total","431579.00000","381212.00000","884659.00000","0.48784786002","0.43091405841","785910.00000","942135.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-06-03","State","South Dakota","46","Total","Total","428218.00000","377032.00000","884659.00000","0.48404865604","0.42618907398","778977.00000","936955.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-05-02","State","South Dakota","46","Total","Total","397920.00000","335011.00000","884659.00000","0.44980043158","0.37868941592","711253.00000","904095.00000","CDC State and National Vaccination Data","2021-05-03T09:25:17.251Z"
"2021-04-30","State","South Dakota","46","Total","Total","395076.00000","324779.00000","884659.00000","0.44658563356","0.36712337748","699187.00000","899255.00000","CDC State and National Vaccination Data","2021-05-01T13:25:22.318Z"
"2021-03-31","State","South Dakota","46","Total","Total","308289.00000","198087.00000","884659.00000","0.34848342695","0.22391339488","496601.00000","618745.00000","CDC State and National Vaccination Data","2021-04-01T09:25:23.029Z"
"2021-03-02","State","South Dakota","46","Total","Total","186483.00000","95864.00000","884659.00000","0.21079647638","0.10836265725","282575.00000","341900.00000","CDC State and National Vaccination Data","2021-03-03T12:25:20.554Z"
"2021-02-11","State","South Dakota","46","Total","Total","97817.00000","43827.00000","884659.00000","0.11057028753","0.04954112262","141733.00000","181725.00000","CDC State and National Vaccination Data","2021-02-12T08:25:18.724Z"
"2021-06-13","State","Tennessee","47","Total","Total","2742599.00000","2254866.00000","6829174.00000","0.40160039853","0.33018136600","5003929.00000","6201110.00000","CDC State and National Vaccination Data","2021-06-14T09:25:13.823Z"
"2021-06-06","State","Tennessee","47","Total","Total","2703368.00000","2199341.00000","6829174.00000","0.39585577992","0.32205080732","4907056.00000","6162690.00000","CDC State and National Vaccination Data","2021-06-07T09:25:15.568Z"
"2021-06-02","State","Tennessee","47","Total","Total","2683878.00000","2175414.00000","6829174.00000","0.39300184766","0.31854716251","4862445.00000","6091270.00000","CDC State and National Vaccination Data","2021-06-03T09:25:18.807Z"
"2021-05-24","State","Tennessee","47","Total","Total","2625275.00000","2117457.00000","6829174.00000","0.38442057561","0.31006048462","4745708.00000","5960840.00000","CDC State and National Vaccination Data","2021-05-25T09:25:11.773Z"
"2021-05-13","State","Tennessee","47","Total","Total","2480854.00000","1953189.00000","6829174.00000","0.36327292290","0.28600662393","4436045.00000","5727160.00000","CDC State and National Vaccination Data","2021-05-14T09:25:23.273Z"
"2021-05-28","State","Texas","48","Total","Total","12698614.00000","10156858.00000","28995881.00000","0.43794544473","0.35028623548","22725688.00000","30191985.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-05-27","State","Texas","48","Total","Total","12625469.00000","10088586.00000","28995881.00000","0.43542284506","0.34793169416","22593372.00000","29971935.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-25","State","Texas","48","Total","Total","12508198.00000","9966234.00000","28995881.00000","0.43137844303","0.34371206034","22360193.00000","29755785.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-05-03","State","Texas","48","Total","Total","11226347.00000","8081630.00000","28995881.00000","0.38717040534","0.27871648390","19276649.00000","25514685.00000","CDC State and National Vaccination Data","2021-05-04T13:25:14.281Z"
"2021-04-24","State","Texas","48","Total","Total","10668749.00000","7155176.00000","28995881.00000","0.36794015674","0.24676525607","17782171.00000","23721275.00000","CDC State and National Vaccination Data","2021-04-25T09:25:24.298Z"
"2021-04-01","State","Texas","48","Total","Total","7648787.00000","4153575.00000","28995881.00000","0.26378874296","0.14324707016","11950969.00000","16318875.00000","CDC State and National Vaccination Data","2021-04-02T09:26:52.096Z"
"2021-03-07","State","Texas","48","Total","Total","4482702.00000","2446292.00000","28995881.00000","0.15459788927","0.08436687956","6938167.00000","9250505.00000","CDC State and National Vaccination Data","2021-03-08T08:25:27.404Z"
"2021-02-18","State","Texas","48","Total","Total","3071010.00000","1259237.00000","28995881.00000","0.10591193970","0.04342813381","4333726.00000","5258675.00000","CDC State and National Vaccination Data","2021-02-19T12:25:26.212Z"
"2021-01-21","State","Texas","48","Total","Total","1337706.00000","205538.00000","28995881.00000","0.04613434577","0.00708852406","1544551.00000","2754800.00000","CDC State and National Vaccination Data","2021-02-01T12:22:32.261Z"
"2021-06-21","State","Washington","53","Total","Total","4581708.00000","4030435.00000","7614893.00000","0.60167726585","0.52928320858","8359815.00000","9293435.00000","CDC State and National Vaccination Data","2021-06-22T13:25:23.468Z"
"2021-06-20","State","Washington","53","Total","Total","4572317.00000","4013928.00000","7614893.00000","0.60044402462","0.52711548278","8334774.00000","9293435.00000","CDC State and National Vaccination Data","2021-06-21T13:25:15.950Z"
"2021-05-18","State","Washington","53","Total","Total","3988475.00000","3112485.00000","7614893.00000","0.52377295387","0.40873653773","6910257.00000","8380210.00000","CDC State and National Vaccination Data","2021-05-19T09:25:11.206Z"
"2021-03-30","State","Washington","53","Total","Total","2250118.00000","1337435.00000","7614893.00000","0.29548911587","0.17563411594","3537203.00000","4325160.00000","CDC State and National Vaccination Data","2021-03-31T09:25:13.761Z"
"2021-03-03","State","Washington","53","Total","Total","1206474.00000","662168.00000","7614893.00000","0.15843610672","0.08695696709","1888198.00000","2517210.00000","CDC State and National Vaccination Data","2021-03-04T08:25:36.507Z"
"2021-03-02","State","Washington","53","Total","Total","1182328.00000","639927.00000","7614893.00000","0.15526521515","0.08403624319","1841160.00000","2443300.00000","CDC State and National Vaccination Data","2021-03-03T12:25:20.554Z"
"2021-01-22","State","Washington","53","Total","Total","330357.00000","62152.00000","7614893.00000","0.04338301274","0.00816190063","403135.00000","829950.00000","CDC State and National Vaccination Data","2021-02-01T12:23:43.473Z"
"2021-01-20","State","Washington","53","Total","Total","286500.00000","49731.00000","7614893.00000","0.03762364094","0.00653075493","346765.00000","805000.00000","CDC State and National Vaccination Data","2021-01-20T14:00:25.221Z"
"2021-06-16","State","Puerto Rico","72","Total","Total","1740439.00000","1326897.00000","3193694.00000","0.54496110147","0.41547405606","2952854.00000","3907030.00000","CDC State and National Vaccination Data","2021-06-17T09:25:17.008Z"
"2021-06-13","State","Puerto Rico","72","Total","Total","1717470.00000","1294788.00000","3193694.00000","0.53776911626","0.40542018114","2899184.00000","3905990.00000","CDC State and National Vaccination Data","2021-06-14T09:25:13.823Z"
"2021-06-04","State","Puerto Rico","72","Total","Total","1651104.00000","1215937.00000","3193694.00000","0.51698879104","0.38073058972","2761122.00000","3881650.00000","CDC State and National Vaccination Data","2021-06-05T09:25:27.201Z"
"2021-05-28","State","Puerto Rico","72","Total","Total","1600368.00000","1158419.00000","3193694.00000","0.50110248508","0.36272072403","2655465.00000","3855370.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-05-01","State","Puerto Rico","72","Total","Total","1215918.00000","794121.00000","3193694.00000","0.38072464049","0.24865281395","1923810.00000","3180310.00000","CDC State and National Vaccination Data","2021-05-02T13:25:21.379Z"
"2021-04-27","State","Puerto Rico","72","Total","Total","1128983.00000","731040.00000","3193694.00000","0.35350381095","0.22890107819","1780310.00000","2992360.00000","CDC State and National Vaccination Data","2021-04-28T09:25:24.594Z"
"2021-02-06","State","Michigan","26","Total","Total","896162.00000","282345.00000","9986857.00000","0.08973413758","0.02827165744","1193181.00000","1639575.00000","CDC State and National Vaccination Data","2021-02-07T08:25:23.051Z"
"2021-06-21","State","New Jersey","34","Total","Total","5670194.00000","4849487.00000","8882190.00000","0.63837792256","0.54597875074","9893949.00000","11412635.00000","CDC State and National Vaccination Data","2021-06-22T13:25:23.468Z"
"2021-01-28","State","New Jersey","34","Total","Total","558156.00000","88198.00000","8882190.00000","0.06283990773","0.00992975831","648215.00000","1230550.00000","CDC State and National Vaccination Data","2021-01-29T12:25:22.707Z"
"2021-05-25","State","New York State","36","Total","Total","10567466.00000","8824107.00000","19453561.00000","0.54321499287","0.45359854682","19022539.00000","22210785.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-04-28","State","New York State","36","Total","Total","9065115.00000","6435452.00000","19453561.00000","0.46598743541","0.33081100165","15161999.00000","18194675.00000","CDC State and National Vaccination Data","2021-04-29T09:25:15.234Z"
"2021-04-03","State","New York State","36","Total","Total","6492009.00000","3901557.00000","19453561.00000","0.33371828428","0.20055747120","10281033.00000","12718855.00000","CDC State and National Vaccination Data","2021-04-04T09:26:40.414Z"
"2021-03-19","State","New York State","36","Total","Total","4706737.00000","2310782.00000","19453561.00000","0.24194732265","0.11878452485","7004762.00000","9345475.00000","CDC State and National Vaccination Data","2021-03-20T09:25:36.418Z"
"2021-02-16","State","New York State","36","Total","Total","2102037.00000","924475.00000","19453561.00000","0.10805409868","0.04752214774","3110432.00000","3993825.00000","CDC State and National Vaccination Data","2021-02-17T08:25:24.753Z"
"2021-02-24","State","Washington","53","Total","Total","1042072.00000","455469.00000","7614893.00000","0.13684657158","0.05981292186","1514416.00000","2013420.00000","CDC State and National Vaccination Data","2021-02-25T12:25:19.055Z"
